timestamp,location,mining_activity,mining_depth_m,ch4_pct,co_ppm,gas_pressure_mpa,gas_emission_rate_m3t,vertical_stress_mpa,horizontal_stress_mpa,vibration_level,seismic_amplitude_mm,microseismic_activity,temperature_c,humidity_pct,airflow_m3min,gas_diffusion_coeff,coal_strength_mpa,permeability_md,stress_energy_index,mox_sensor_1,mox_sensor_2,mox_sensor_3,mox_sensor_4,mox_sensor_5,mox_sensor_6,mox_sensor_7,mox_sensor_8,risk_score,outburst_risk_binary,outburst_risk_class
2022-01-02 08:01:20,Gate-Road-2,Cutting,622.8,3.027,0.12,1.4766,4.917,15.83,8.24,0.797,0.531,1.561,31.0,47.9,178.7,0.03466,15.39,2.8707,8.691,3.042,2.998,3.189,2.988,3.144,3.095,3.182,2.892,0.4735,0,1
2022-01-02 08:01:40,Gate-Road-1,Cutting,608.9,3.08,22.27,1.3412,5.102,13.78,8.03,1.453,1.226,0.944,26.4,66.3,199.0,0.02833,15.23,1.8451,7.724,3.026,3.067,3.12,3.204,3.244,3.01,3.299,3.024,0.521,0,1
2022-01-02 08:02:00,Face-A2,Idle,560.6,1.241,5.41,1.1315,2.465,11.95,6.48,0.804,0.269,1.718,33.6,78.8,126.6,0.03548,14.11,1.9379,5.763,1.297,1.264,1.268,1.158,1.322,1.388,1.245,1.304,0.399,0,1
2022-01-02 08:02:20,Face-A1,Idle,418.9,1.166,0.22,0.8935,1.846,13.04,7.93,1.022,1.519,1.057,27.8,81.1,161.0,0.06215,20.62,3.0852,5.051,1.19,1.16,1.292,1.218,1.248,1.242,1.106,1.154,0.3161,0,0
2022-01-02 08:02:40,Face-A2,Roof-Support,520.4,1.179,2.91,1.0337,2.466,13.14,6.82,0.717,2.143,1.715,32.8,63.0,171.1,0.04713,18.89,2.1935,4.457,1.381,1.261,1.352,1.239,1.427,1.314,1.27,1.317,0.2811,0,0
2022-01-02 08:03:00,Gate-Road-2,Cutting,438.4,1.624,16.4,0.9778,2.956,11.17,6.26,1.176,0.573,1.658,26.9,65.7,224.2,0.04634,23.18,2.8903,2.968,1.736,1.708,1.77,1.524,1.73,1.668,1.763,1.712,0.2975,0,0
2022-01-02 08:03:20,Face-B2,Blasting,376.3,2.418,1.02,1.0345,3.357,8.47,4.39,0.472,0.293,0.595,27.6,84.0,262.5,0.03416,28.62,3.9769,1.532,2.471,2.279,2.309,2.284,2.412,2.153,2.498,2.378,0.3308,0,0
2022-01-02 08:03:40,Gate-Road-1,Cutting,459.4,1.84,17.06,1.0958,2.163,12.56,7.96,1.033,1.056,1.28,32.6,56.1,193.7,0.03698,20.25,2.5762,4.687,1.75,1.813,1.648,1.612,1.767,1.7,1.781,1.599,0.3706,0,1
2022-01-02 08:04:00,Face-A2,Cutting,583.8,2.903,9.0,1.3059,4.765,13.95,7.96,1.117,1.144,1.076,27.3,64.2,110.9,0.03844,15.06,1.7748,7.135,3.027,2.885,3.155,2.942,2.998,2.879,3.12,2.913,0.5629,0,2
2022-01-02 08:04:20,Gate-Road-1,Conveyor-Running,505.3,1.182,12.22,1.0893,2.439,9.29,5.28,0.474,0.837,1.078,29.5,78.6,132.8,0.03035,22.34,2.2771,2.094,1.233,1.156,1.309,1.305,1.244,1.342,1.483,1.252,0.2511,0,0
2022-01-02 08:04:40,Face-A1,Conveyor-Running,674.1,1.736,15.46,1.4497,3.415,16.17,10.11,1.074,0.988,1.725,26.3,64.4,226.4,0.03746,11.09,1.6036,12.0,1.893,1.888,1.857,1.797,1.852,1.831,1.828,1.75,0.5458,0,1
2022-01-02 08:05:00,Face-A2,Idle,591.9,1.676,8.18,1.2618,3.548,14.46,9.99,1.033,0.766,1.323,18.8,75.3,152.0,0.02909,15.07,1.7714,9.353,1.81,1.932,2.026,1.677,1.98,1.829,1.933,1.644,0.412,0,1
2022-01-02 08:05:20,Face-B2,Conveyor-Running,579.0,1.668,0.65,1.1252,3.253,14.27,10.26,1.152,0.359,1.049,25.6,69.1,211.1,0.04511,14.78,2.4837,10.527,1.835,1.667,1.803,1.741,1.785,1.859,1.862,1.79,0.4155,0,1
2022-01-02 08:05:40,Face-A1,Idle,306.9,0.399,3.45,0.6394,1.507,7.43,4.83,0.697,0.553,0.76,33.8,66.1,194.3,0.07566,31.44,4.5424,0.936,0.441,0.605,0.622,0.485,0.575,0.583,0.72,0.486,0.1961,0,0
2022-01-02 08:06:00,Gate-Road-2,Cutting,465.8,2.181,4.91,1.0786,3.793,10.87,6.45,0.56,0.299,0.0,29.3,62.3,181.8,0.04694,25.56,3.7112,2.132,2.215,2.212,2.319,2.27,2.394,2.329,2.398,2.183,0.3095,0,0
2022-01-02 08:06:20,Face-A2,Conveyor-Running,372.3,1.428,5.68,0.852,2.452,8.42,6.1,0.617,0.547,0.991,31.6,66.6,191.1,0.04977,23.19,4.7167,2.864,1.486,1.442,1.577,1.302,1.472,1.589,1.508,1.512,0.3537,0,1
2022-01-02 08:06:40,Face-B2,Cutting,478.0,2.873,43.21,1.1569,3.882,11.59,7.89,1.099,0.473,1.604,31.7,94.9,187.3,0.04179,20.61,2.6241,4.341,2.786,2.616,2.976,2.613,2.767,2.847,2.819,2.825,0.3617,0,1
2022-01-02 08:07:00,Face-B1,Idle,416.8,0.568,0.74,0.7814,1.924,8.45,5.77,0.697,0.346,0.457,31.1,65.7,127.1,0.06052,27.95,3.2681,1.872,0.797,0.819,0.879,0.733,0.739,0.724,0.892,0.789,0.1453,0,0
2022-01-02 08:07:20,Face-B2,Cutting,454.7,1.814,25.69,1.083,2.96,9.02,4.15,0.5,0.27,1.01,34.4,74.1,168.6,0.04106,24.57,3.1637,1.534,1.659,1.862,1.806,1.851,1.779,1.767,1.935,1.679,0.3225,0,0
2022-01-02 08:07:40,Face-A1,Roof-Support,627.3,1.949,37.55,1.4442,3.252,15.8,10.45,0.846,0.442,0.478,26.7,76.3,265.4,0.02962,13.07,2.0588,12.0,1.964,1.863,2.006,1.988,2.078,1.915,2.113,1.891,0.4718,0,1
2022-01-02 08:08:00,Face-A1,Idle,557.0,1.163,25.8,1.1208,2.547,14.06,8.72,0.816,0.429,1.367,33.9,98.0,136.0,0.04584,20.49,1.9023,6.277,1.349,1.176,1.335,1.334,1.229,1.395,1.58,1.301,0.3255,0,0
2022-01-02 08:08:20,Gate-Road-2,Roof-Support,620.9,1.383,12.74,1.3591,2.012,16.58,9.23,1.044,1.11,0.636,30.7,87.5,134.8,0.03441,11.82,1.9222,12.0,1.353,1.251,1.526,1.308,1.402,1.404,1.453,1.401,0.4286,0,1
2022-01-02 08:08:40,Face-A2,Cutting,307.9,0.788,8.02,0.6273,1.152,7.39,3.9,0.49,0.355,0.331,29.8,55.1,161.9,0.06384,31.26,4.345,1.061,0.855,0.707,0.794,0.766,0.844,0.838,0.863,0.697,0.1663,0,0
2022-01-02 08:09:00,Gate-Road-2,Blasting,507.0,2.521,3.29,1.193,3.728,11.24,7.21,0.626,0.369,0.986,19.8,77.9,255.8,0.03317,21.91,2.4084,3.762,2.429,2.477,2.598,2.522,2.541,2.5,2.636,2.411,0.2889,0,0
2022-01-02 08:09:20,Return-Air,Blasting,616.0,2.765,15.74,1.3697,4.151,13.07,5.83,0.937,0.398,0.654,29.6,79.9,143.7,0.0354,13.64,1.7827,5.756,2.812,2.654,2.708,2.639,2.773,2.88,2.967,2.706,0.37,0,1
2022-01-02 08:09:40,Face-A2,Conveyor-Running,680.8,1.905,7.54,1.4788,4.243,15.95,9.47,1.313,0.711,0.031,31.7,84.5,160.6,0.02895,11.31,1.6214,12.0,2.165,2.119,2.118,2.195,2.117,2.237,2.23,2.111,0.5018,0,1
2022-01-02 08:10:00,Face-A2,Ventilation-Check,314.2,1.301,3.04,0.712,2.098,8.36,4.49,0.703,0.389,1.256,28.9,57.1,139.3,0.06495,29.06,4.0181,1.336,1.101,1.372,1.374,1.345,1.421,1.333,1.416,1.51,0.2139,0,0
2022-01-02 08:10:20,Face-B2,Roof-Support,457.8,1.174,7.67,0.958,1.919,13.18,7.3,0.707,1.744,1.265,33.0,71.4,159.1,0.0479,23.19,3.3287,4.504,1.359,1.029,1.157,1.138,1.315,1.078,1.256,1.157,0.3564,0,1
2022-01-02 08:10:40,Return-Air,Cutting,624.1,3.515,1.59,1.5262,5.42,15.67,9.03,0.796,0.494,0.771,33.2,68.3,168.8,0.02603,17.32,1.7935,8.34,3.628,3.52,3.554,3.359,3.621,3.444,3.712,3.311,0.5414,0,1
2022-01-02 08:11:00,Gate-Road-2,Ventilation-Check,476.9,1.44,8.04,0.9816,2.854,10.47,5.1,0.792,0.239,1.102,26.9,76.2,199.7,0.04255,21.75,4.1828,2.302,1.48,1.556,1.474,1.474,1.646,1.595,1.595,1.502,0.348,0,0
2022-01-02 08:11:20,Face-B1,Cutting,390.7,1.788,29.06,0.9491,2.142,8.71,6.07,1.59,0.65,1.705,28.4,67.9,114.9,0.04114,27.41,3.225,2.411,1.814,1.656,1.602,1.671,1.674,1.598,1.765,1.585,0.3204,0,0
2022-01-02 08:11:40,Gate-Road-1,Cutting,314.0,0.708,8.18,0.6471,1.413,6.83,3.0,0.405,0.205,0.607,26.9,68.5,189.9,0.06978,31.65,4.3125,1.141,0.721,0.826,0.881,0.696,0.818,0.878,0.744,0.704,0.1633,0,0
2022-01-02 08:12:00,Face-A1,Blasting,386.2,3.17,24.3,1.1159,4.515,9.17,5.64,0.74,0.395,0.396,26.3,57.9,140.6,0.04206,27.0,3.3968,1.746,3.185,3.033,3.141,2.904,3.122,3.074,3.272,3.092,0.3685,0,1
2022-01-02 08:12:20,Return-Air,Conveyor-Running,297.3,0.927,8.08,0.5992,1.7,8.78,4.59,0.63,0.307,1.653,28.4,79.5,197.9,0.07426,27.57,4.4334,1.615,1.088,0.88,0.984,0.949,0.94,1.079,1.088,0.87,0.1684,0,0
2022-01-02 08:12:40,Return-Air,Cutting,507.0,1.666,0.04,1.1245,2.44,14.11,10.06,1.244,0.473,1.526,28.9,70.5,120.3,0.05123,18.61,2.7557,8.276,1.657,1.66,1.679,1.616,1.605,1.548,1.671,1.559,0.4281,0,1
2022-01-02 08:13:00,Face-A1,Cutting,607.6,3.1,1.67,1.5724,4.905,14.98,9.01,0.767,0.319,1.471,19.6,69.1,168.9,0.02926,16.38,1.9969,8.458,3.144,3.129,3.228,3.089,3.212,3.087,3.217,3.129,0.4874,0,1
2022-01-02 08:13:20,Face-A2,Roof-Support,348.7,0.87,11.93,0.6964,1.546,8.94,3.66,0.62,1.176,0.789,27.8,68.9,143.2,0.06261,26.12,3.8161,1.418,0.995,0.97,1.072,0.781,0.758,0.834,1.04,0.986,0.1822,0,0
2022-01-02 08:13:40,Face-A1,Cutting,530.9,2.578,0.53,1.2408,3.578,12.32,7.83,0.723,0.23,0.546,29.6,67.9,184.1,0.039,16.97,2.7306,5.753,2.616,2.518,2.555,2.432,2.467,2.483,2.549,2.395,0.3832,0,1
2022-01-02 08:14:00,Face-A2,Idle,601.4,1.313,17.52,1.2154,3.294,12.98,6.92,0.733,0.834,0.773,28.5,81.0,242.9,0.03172,13.78,2.7288,6.15,1.814,1.502,1.682,1.51,1.666,1.529,1.546,1.483,0.3956,0,1
2022-01-02 08:14:20,Gate-Road-2,Roof-Support,499.7,1.864,17.96,1.0709,3.259,14.64,9.57,1.136,0.392,0.746,27.7,77.1,203.7,0.03668,18.76,2.2928,7.896,1.98,1.944,2.043,1.945,2.054,1.964,1.997,2.053,0.4689,0,1
2022-01-02 08:14:40,Face-A2,Roof-Support,306.7,0.582,3.6,0.7048,1.631,5.0,3.42,0.318,0.115,0.0,24.0,51.9,205.0,0.06056,28.22,4.6464,0.595,0.844,0.739,0.629,0.722,0.75,0.705,0.75,0.719,0.1011,0,0
2022-01-02 08:15:00,Face-A1,Cutting,546.3,2.897,4.76,1.2159,4.307,11.46,8.05,0.708,0.382,1.294,22.8,57.0,177.2,0.02981,17.85,1.9667,5.269,2.963,2.925,2.972,2.725,2.764,2.839,2.954,2.779,0.3992,0,1
2022-01-02 08:15:20,Face-A2,Cutting,493.4,3.006,12.15,1.1878,4.643,14.49,8.84,1.393,0.837,1.326,25.9,53.4,172.2,0.04057,15.47,2.3701,8.638,2.805,2.907,3.054,2.908,2.961,2.881,3.055,2.951,0.4714,0,1
2022-01-02 08:15:40,Return-Air,Ventilation-Check,481.2,2.2,7.57,1.1536,3.082,12.05,7.89,1.043,2.133,2.169,20.8,47.6,174.4,0.04054,18.87,2.5957,4.929,2.145,2.011,2.184,2.174,2.129,1.984,2.133,2.024,0.4294,0,1
2022-01-02 08:16:00,Face-B2,Conveyor-Running,434.4,1.618,0.75,0.9395,2.437,9.51,5.74,0.815,0.366,0.269,27.8,83.3,169.9,0.04303,23.48,2.7455,1.925,1.518,1.591,1.615,1.677,1.653,1.544,1.681,1.562,0.2427,0,0
2022-01-02 08:16:20,Face-B1,Cutting,510.4,2.623,3.1,1.232,3.774,13.58,7.68,0.816,0.365,0.44,24.6,79.0,155.0,0.03072,15.91,2.2349,6.361,2.495,2.516,2.755,2.383,2.466,2.534,2.771,2.553,0.4429,0,1
2022-01-02 08:16:40,Face-A1,Cutting,561.2,2.826,12.95,1.3478,4.588,14.96,9.83,1.072,0.386,1.754,28.8,87.5,150.7,0.02688,15.44,2.615,9.364,2.813,2.956,2.992,2.785,2.979,2.778,2.841,2.787,0.479,0,1
2022-01-02 08:17:00,Return-Air,Cutting,786.9,4.5,20.65,1.9812,7.668,18.07,9.86,0.956,0.969,1.568,25.8,68.6,149.9,0.0285,5.0,1.1305,12.0,4.709,4.742,4.796,4.498,4.749,4.707,4.754,4.379,0.6941,1,2
2022-01-02 08:17:20,Gate-Road-2,Idle,513.5,1.018,1.19,1.0505,2.424,12.2,7.29,0.901,0.906,1.142,20.2,81.4,168.5,0.03652,19.76,2.346,4.372,1.132,1.248,1.111,1.2,1.117,1.079,1.211,1.119,0.3206,0,0
2022-01-02 08:17:40,Face-A2,Idle,681.3,1.598,6.78,1.3987,3.761,18.08,10.4,0.978,0.545,0.793,24.1,77.2,141.9,0.03117,8.54,2.5023,12.0,1.928,1.861,1.985,1.702,1.762,1.805,1.952,1.927,0.4822,0,1
2022-01-02 08:18:00,Face-A1,Blasting,542.9,4.5,34.34,1.5237,6.937,12.59,8.23,0.684,0.373,0.288,28.7,52.4,188.2,0.027,20.72,2.9449,4.517,4.568,4.434,4.676,4.439,4.673,4.537,4.665,4.401,0.5109,0,1
2022-01-02 08:18:20,Face-A1,Idle,488.1,1.002,0.7,0.9898,2.162,12.54,6.77,1.027,0.408,1.233,31.1,83.2,119.4,0.04681,21.18,2.8052,3.778,1.181,1.105,1.051,1.03,1.174,1.184,1.141,1.069,0.3209,0,0
2022-01-02 08:18:40,Face-A1,Idle,517.8,0.665,3.24,1.0966,1.306,14.66,8.47,1.242,0.618,0.516,26.9,67.2,194.2,0.04628,15.62,2.5801,7.838,0.732,0.752,0.63,0.753,0.677,0.625,0.696,0.642,0.3442,0,0
2022-01-02 08:19:00,Face-B2,Conveyor-Running,353.4,0.802,15.21,0.7036,1.654,5.96,3.61,0.858,0.92,1.752,29.0,76.3,179.0,0.0592,31.13,3.4927,0.511,0.811,0.926,0.989,0.713,0.886,0.927,0.772,0.819,0.1715,0,0
2022-01-02 08:19:20,Return-Air,Cutting,536.7,2.717,5.93,1.3199,4.127,13.01,9.0,0.672,0.677,1.582,27.3,67.1,246.2,0.04439,15.85,2.3718,7.215,2.685,2.662,2.792,2.671,2.786,2.721,2.669,2.642,0.496,0,1
2022-01-02 08:19:40,Face-B1,Cutting,261.0,0.851,4.02,0.6175,1.848,6.84,3.68,0.384,0.388,0.422,27.1,56.7,231.9,0.06979,33.12,4.6373,0.764,1.108,0.905,1.045,0.938,0.951,0.993,0.89,0.874,0.134,0,0
2022-01-02 08:20:00,Gate-Road-2,Cutting,396.5,1.736,17.52,0.856,2.225,7.76,4.34,1.081,0.632,1.155,24.8,75.2,137.6,0.0513,30.62,3.1849,1.212,1.719,1.671,1.616,1.738,1.693,1.598,1.786,1.638,0.2365,0,0
2022-01-02 08:20:20,Face-B1,Ventilation-Check,513.2,1.451,4.1,1.0422,2.532,12.19,6.24,0.758,0.566,1.15,27.9,88.1,179.3,0.0401,20.71,2.7153,3.204,1.584,1.476,1.605,1.505,1.59,1.469,1.663,1.49,0.3238,0,0
2022-01-02 08:20:40,Gate-Road-1,Ventilation-Check,643.3,2.098,9.8,1.5062,3.73,17.34,9.61,1.256,0.951,1.618,25.5,59.8,193.2,0.03081,9.6,1.4556,12.0,2.29,2.136,2.191,2.14,2.152,2.238,2.274,2.083,0.6063,1,2
2022-01-02 08:21:00,Gate-Road-1,Idle,671.7,1.212,0.76,1.3206,3.225,15.95,9.9,0.921,0.325,1.243,33.5,74.1,155.7,0.03983,11.69,1.3968,12.0,1.502,1.616,1.593,1.619,1.514,1.526,1.499,1.393,0.4273,0,1
2022-01-02 08:21:20,Face-A1,Cutting,471.6,1.984,10.32,1.0875,2.841,10.01,6.03,0.571,0.464,0.323,25.3,84.6,143.7,0.05156,22.09,2.5287,2.391,2.014,2.014,2.158,1.901,2.074,1.952,2.074,1.944,0.2838,0,0
2022-01-02 08:21:40,Face-A2,Cutting,518.7,3.165,6.11,1.3048,5.309,14.32,8.63,1.604,0.58,2.143,28.7,46.7,189.5,0.03658,16.57,2.339,7.162,3.149,3.293,3.317,3.276,3.334,3.36,3.449,3.034,0.4832,0,1
2022-01-02 08:22:00,Face-B2,Blasting,618.1,3.591,99.4,1.5416,5.871,15.99,10.98,0.872,1.211,1.822,23.7,61.9,206.4,0.02509,13.27,1.7375,12.0,3.664,3.702,3.771,3.567,3.663,3.458,3.867,3.513,0.6151,1,2
2022-01-02 08:22:20,Face-A1,Idle,340.5,0.867,5.01,0.6983,1.497,8.43,3.72,0.713,1.21,1.607,27.2,72.0,181.2,0.06178,27.82,3.9578,0.877,0.995,0.946,0.875,0.833,0.965,1.023,0.989,0.794,0.2092,0,0
2022-01-02 08:22:40,Face-A2,Cutting,548.6,2.64,14.67,1.3103,4.38,13.6,10.01,0.803,0.328,0.301,24.0,67.4,173.2,0.02159,19.03,2.8969,7.091,2.74,2.562,2.919,2.607,2.65,2.576,2.677,2.681,0.4192,0,1
2022-01-02 08:23:00,Face-B1,Cutting,400.7,1.912,1.8,0.91,2.923,11.25,7.69,1.348,1.227,1.06,25.7,65.6,172.6,0.05405,25.17,3.1355,3.383,1.949,1.697,1.857,1.917,2.009,1.877,1.956,1.899,0.3199,0,0
2022-01-02 08:23:20,Return-Air,Idle,479.4,1.162,27.02,0.9911,2.193,12.34,7.14,1.123,0.868,1.403,31.9,59.6,134.7,0.04751,22.34,2.7663,4.125,1.181,1.301,1.271,1.059,1.185,1.109,1.078,1.105,0.25,0,0
2022-01-02 08:23:40,Face-B1,Blasting,444.9,1.63,0.89,0.8978,2.975,11.9,7.45,0.685,0.487,1.171,27.8,72.8,208.1,0.05184,19.36,2.8604,4.098,1.665,1.616,1.746,1.488,1.805,1.634,1.89,1.643,0.3163,0,0
2022-01-02 08:24:00,Gate-Road-2,Roof-Support,552.2,1.79,0.59,1.203,4.128,12.97,7.24,0.807,0.776,0.828,31.3,62.9,188.2,0.03296,15.7,3.5034,5.665,2.038,1.975,2.191,2.003,2.188,2.056,2.02,2.133,0.3617,0,1
2022-01-02 08:24:20,Face-B1,Cutting,566.0,2.982,1.01,1.3935,5.079,11.85,7.37,0.826,0.279,0.563,27.2,59.3,185.0,0.02453,20.79,2.8794,4.024,3.124,3.034,3.206,3.051,3.143,2.971,3.124,2.986,0.459,0,1
2022-01-02 08:24:40,Gate-Road-1,Ventilation-Check,606.9,2.075,16.36,1.3895,3.701,15.92,11.27,0.808,1.33,2.315,30.9,59.9,199.1,0.03017,13.57,1.951,12.0,2.202,2.225,2.156,2.066,2.132,2.13,2.399,2.058,0.5573,0,2
2022-01-02 08:25:00,Face-B2,Idle,541.8,1.059,7.3,1.1597,2.768,14.87,8.4,0.855,0.627,0.955,31.3,84.3,285.3,0.03543,17.31,2.4547,6.67,1.25,1.257,1.293,1.188,1.312,1.189,1.437,1.226,0.3417,0,0
2022-01-02 08:25:20,Gate-Road-2,Conveyor-Running,520.6,1.562,28.91,1.1056,2.191,12.75,7.46,0.96,0.296,0.629,30.9,63.8,255.3,0.03902,19.59,2.2312,5.027,1.493,1.536,1.397,1.48,1.56,1.496,1.728,1.587,0.3294,0,0
2022-01-02 08:25:40,Face-B1,Roof-Support,722.5,1.432,0.55,1.5143,2.768,19.13,10.87,0.977,0.486,0.0,31.8,76.6,198.0,0.03523,6.85,1.4751,12.0,1.558,1.585,1.686,1.49,1.592,1.528,1.673,1.578,0.5193,0,1
2022-01-02 08:26:00,Face-B2,Conveyor-Running,317.1,0.75,9.41,0.6032,1.41,7.52,4.04,0.485,0.357,1.143,30.0,66.1,155.3,0.07333,29.31,4.6202,0.963,0.778,0.807,0.761,0.843,0.902,0.711,0.825,0.741,0.0568,0,0
2022-01-02 08:26:20,Face-B2,Conveyor-Running,703.5,2.163,6.1,1.5,3.38,17.48,10.16,1.195,1.192,2.322,26.3,55.4,214.5,0.04277,8.8,1.2899,12.0,2.249,2.101,2.254,2.053,2.266,2.235,2.314,2.096,0.5485,0,1
2022-01-02 08:26:40,Face-B1,Idle,465.2,1.286,5.71,1.0727,2.185,13.73,7.36,0.767,0.749,0.259,22.3,64.1,171.1,0.0369,16.77,2.6706,5.874,1.524,1.372,1.272,1.265,1.222,1.302,1.167,1.359,0.3745,0,1
2022-01-02 08:27:00,Face-A1,Conveyor-Running,568.5,2.259,5.75,1.3035,3.092,13.86,8.11,0.771,0.267,0.129,25.0,66.2,185.3,0.03699,15.8,3.1421,7.537,2.21,2.069,2.215,2.127,2.208,2.15,2.307,2.184,0.4241,0,1
2022-01-02 08:27:20,Face-A1,Blasting,460.9,2.688,18.9,1.1639,3.645,11.1,6.7,0.623,0.196,1.663,29.6,72.4,213.9,0.04002,23.74,2.5732,2.923,2.584,2.638,2.545,2.556,2.737,2.532,2.685,2.567,0.3841,0,1
2022-01-02 08:27:40,Face-A1,Blasting,415.7,3.17,39.91,1.1197,4.601,8.15,4.57,0.893,0.283,1.436,32.5,73.3,200.5,0.04636,25.24,3.0782,0.902,3.11,3.115,3.379,3.094,3.362,3.039,3.217,2.99,0.3774,0,1
2022-01-02 08:28:00,Gate-Road-2,Cutting,558.1,2.608,11.33,1.4111,3.883,14.78,7.03,1.178,0.367,0.496,30.0,59.7,187.7,0.04109,17.46,1.9581,6.208,2.57,2.506,2.745,2.471,2.724,2.601,2.806,2.499,0.4047,0,1
2022-01-02 08:28:20,Face-A2,Idle,625.1,0.973,12.7,1.2684,2.351,14.77,8.74,1.125,0.495,1.314,26.8,85.5,203.3,0.0253,14.41,1.6277,8.644,1.059,1.027,1.224,1.136,1.169,1.017,1.245,1.081,0.4161,0,1
2022-01-02 08:28:40,Face-A2,Idle,556.8,1.296,8.53,1.232,2.648,14.1,8.42,1.223,0.485,1.382,26.3,86.3,223.8,0.0403,19.0,2.1718,6.217,1.582,1.39,1.477,1.461,1.454,1.433,1.62,1.33,0.3733,0,1
2022-01-02 08:29:00,Gate-Road-1,Ventilation-Check,434.9,1.854,16.02,0.9758,3.149,10.5,7.82,0.567,0.815,0.327,28.1,72.4,127.3,0.05466,25.88,3.0466,3.806,1.938,1.745,1.996,1.806,1.999,1.841,1.998,1.877,0.3128,0,0
2022-01-02 08:29:20,Face-A2,Cutting,900.0,4.137,13.78,2.0678,6.417,21.97,13.2,1.437,0.895,2.199,30.4,75.1,201.9,0.02001,5.0,1.1759,12.0,4.226,4.128,4.276,4.187,4.154,4.16,4.373,3.954,0.7164,1,3
2022-01-02 08:29:40,Face-B1,Roof-Support,643.8,1.659,5.85,1.3197,3.48,15.95,10.32,0.999,0.368,1.584,28.1,63.6,144.0,0.0366,14.31,3.8185,11.346,1.75,1.793,1.909,1.874,1.969,1.892,1.991,1.798,0.5562,0,2
2022-01-02 08:30:00,Face-A1,Cutting,612.0,2.97,0.92,1.4894,4.956,15.25,8.81,0.874,0.607,0.339,26.0,56.5,197.7,0.03234,13.73,3.202,9.603,3.166,2.921,3.041,3.11,3.145,2.992,3.088,2.868,0.4813,0,1
2022-01-02 08:30:20,Return-Air,Idle,457.6,0.935,10.09,1.0184,2.027,12.85,8.75,0.785,1.37,1.574,24.6,71.4,132.8,0.03515,17.91,3.2193,6.605,1.122,0.938,1.146,0.985,0.863,1.036,1.056,1.186,0.3385,0,0
2022-01-02 08:30:40,Gate-Road-2,Cutting,425.0,3.293,3.55,1.1976,5.002,12.45,6.71,0.835,0.61,0.639,25.1,68.0,181.3,0.04245,18.54,4.0428,4.52,3.32,3.365,3.237,3.183,3.281,3.252,3.212,3.072,0.4894,0,1
2022-01-02 08:31:00,Gate-Road-2,Conveyor-Running,466.4,1.701,0.3,1.0875,2.828,12.44,7.87,0.78,0.477,0.72,25.2,88.0,185.1,0.04935,21.04,4.0633,4.879,1.849,1.702,1.817,1.821,1.806,1.853,1.707,1.695,0.307,0,0
2022-01-02 08:31:20,Face-B1,Cutting,629.8,3.085,9.37,1.5124,5.439,17.27,11.03,0.912,0.93,1.022,27.7,96.2,176.3,0.03774,9.65,1.5161,12.0,3.317,3.076,3.27,3.292,3.363,3.304,3.281,3.124,0.5588,0,2
2022-01-02 08:31:40,Gate-Road-1,Blasting,381.1,0.577,16.82,0.6916,1.702,10.55,6.89,0.783,0.955,0.941,24.8,63.6,206.5,0.06333,28.3,3.7422,2.742,0.7,0.818,0.855,0.772,0.773,0.672,0.807,0.64,0.1537,0,0
2022-01-02 08:32:00,Face-A1,Ventilation-Check,371.8,1.072,8.67,0.8991,1.86,9.89,7.66,0.509,0.344,1.19,25.8,73.2,167.3,0.05331,24.16,3.439,2.934,0.978,1.076,1.196,1.112,1.198,1.143,1.201,1.127,0.2728,0,0
2022-01-02 08:32:20,Face-A1,Roof-Support,564.7,2.25,8.86,1.3197,3.822,15.86,9.05,0.874,0.34,1.326,30.7,80.5,170.4,0.04488,15.76,1.9244,9.457,2.349,2.301,2.471,2.267,2.419,2.317,2.473,2.199,0.5121,0,1
2022-01-02 08:32:40,Face-A1,Cutting,538.3,2.622,13.57,1.3098,4.036,11.89,8.26,1.033,1.005,1.861,30.3,76.5,176.6,0.03435,18.88,1.9993,5.454,2.685,2.487,2.602,2.46,2.683,2.559,2.504,2.656,0.4348,0,1
2022-01-02 08:33:00,Face-B2,Roof-Support,407.6,1.469,13.21,0.9536,3.512,9.37,6.55,0.573,0.77,1.055,34.8,76.0,153.5,0.04179,22.39,3.4372,2.633,1.729,1.745,1.769,1.588,1.816,1.66,1.813,1.69,0.2787,0,0
2022-01-02 08:33:20,Face-B1,Cutting,369.1,1.96,18.78,0.8138,2.9,8.24,4.98,1.248,0.835,1.274,29.4,84.9,161.9,0.05557,25.93,3.9266,1.558,1.9,1.886,2.02,1.884,1.964,1.967,1.969,1.919,0.3123,0,0
2022-01-02 08:33:40,Face-B1,Conveyor-Running,672.5,1.872,13.41,1.4101,3.852,16.45,11.34,1.368,0.652,2.048,22.4,85.9,208.9,0.02983,11.7,1.7544,12.0,2.08,1.94,2.15,1.806,2.033,2.151,2.173,2.01,0.5553,0,2
2022-01-02 08:34:00,Face-A1,Idle,542.8,1.495,3.45,1.1876,3.816,14.39,8.52,0.865,0.334,1.395,21.8,75.5,210.8,0.04171,17.31,2.3363,7.834,1.802,1.697,1.879,1.785,1.724,1.866,1.95,1.782,0.3854,0,1
2022-01-02 08:34:20,Face-B1,Cutting,336.4,1.705,0.83,0.8029,2.815,7.07,4.26,1.043,0.913,0.427,28.5,94.4,148.6,0.06609,28.49,4.0469,1.095,1.762,1.64,1.713,1.707,1.801,1.776,1.759,1.757,0.2655,0,0
